Printed on: 2013-10-8 13:10:33 
Date	Part number	Serial number	Status	Wave.	Fiber	IL	Refl.	IL A	Refl.A	IL B	Refl.B 
2013-10-7 10:37:05	MPO-MPO(APC)	2133800370-3	Passed	1300nm	12	n/a	n/a	-0.04	-41.3	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	1	n/a	n/a	0.17	-41.1	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	2	n/a	n/a	0.26	-34.5	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	3	n/a	n/a	0.28	-34.9	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	4	n/a	n/a	0.41	-33.9	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	5	n/a	n/a	0.58	-29.5	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	6	n/a	n/a	0.40	-35.6	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	7	n/a	n/a	0.41	-31.1	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	8	n/a	n/a	0.15	-31.0	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	9	n/a	n/a	0.23	-34.8	n/a	n/a2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	10	n/a	n/a	0.21	-33.8	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	11	n/a	n/a	0.26	-33.7	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	850nm	12	n/a	n/a	0.10	-34.6	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	1	n/a	n/a	0.39	-41.1	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	2	n/a	n/a	0.50	-38.5	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	3	n/a	n/a	0.34	-36.8	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	4	n/a	n/a	0.69	-36.6	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	5	n/a	n/a	0.53	-31.5	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	6	n/a	n/a	0.60	-34.5	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	7	n/a	n/a	0.59	-34.4	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	8	n/a	n/a	0.22	-33.2	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	9	n/a	n/a	0.39	-38.2	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	10	n/a	n/a	0.33	-37.9	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	11	n/a	n/a	0.37	-34.6	n/a	n/a
2013-10-7 10:45:54	MPO-MPO(APC)	2133800369-2	Passed	1300nm	12	n/a	n/a	0.12	-35.8	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	1	n/a	n/a	0.24	-42.5	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	2	n/a	n/a	0.38	-37.8	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	3	n/a	n/a	0.34	-38.3	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	4	n/a	n/a	0.38	-38.5	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	5	n/a	n/a	0.44	-31.4	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	6	n/a	n/a	0.36	-37.9	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	7	n/a	n/a	0.33	-33.6	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	8	n/a	n/a	0.11	-37.0	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	9	n/a	n/a	0.23	-36.6	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	10	n/a	n/a	0.28	-37.5	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	11	n/a	n/a	0.23	-34.6	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	850nm	12	n/a	n/a	0.09	-39.1	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	1	n/a	n/a	0.60	-41.8	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	2	n/a	n/a	0.45	-39.8	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	3	n/a	n/a	0.50	-40.3	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	4	n/a	n/a	0.42	-39.8	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	5	n/a	n/a	0.57	-32.9	n/a	n/a2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	6	n/a	n/a	0.48	-34.9	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	7	n/a	n/a	0.42	-36.2	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	8	n/a	n/a	0.26	-37.7	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	9	n/a	n/a	0.34	-39.2	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	10	n/a	n/a	0.38	-41.0	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	11	n/a	n/a	0.31	-35.6	n/a	n/a
2013-10-7 10:47:53	MPO-MPO(APC)	2133800369-3	Passed	1300nm	12	n/a	n/a	0.19	-40.7	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	1	n/a	n/a	0.07	-40.7	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	2	n/a	n/a	0.05	-42.0	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	3	n/a	n/a	0.04	-38.2	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	4	n/a	n/a	0.05	-41.1	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	5	n/a	n/a	0.03	-34.6	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	6	n/a	n/a	0.04	-40.5	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	7	n/a	n/a	0.04	-39.7	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	8	n/a	n/a	0.03	-39.9	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	9	n/a	n/a	0.04	-40.1	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	10	n/a	n/a	0.04	-39.6	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	11	n/a	n/a	0.04	-38.7	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	850nm	12	n/a	n/a	0.04	-39.4	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	1	n/a	n/a	0.25	-42.0	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	2	n/a	n/a	0.07	-40.7	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	3	n/a	n/a	0.14	-39.4	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	4	n/a	n/a	0.16	-41.8	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	5	n/a	n/a	0.14	-34.8	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	6	n/a	n/a	0.10	-41.2	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	7	n/a	n/a	0.12	-40.9	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	8	n/a	n/a	0.14	-41.8	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	9	n/a	n/a	0.13	-41.6	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	10	n/a	n/a	0.11	-42.7	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	11	n/a	n/a	0.10	-39.5	n/a	n/a
2013-10-7 10:56:22	MPO-MPO(APC)	2133800370-1	Passed	1300nm	12	n/a	n/a	0.13	-38.9	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	1	n/a	n/a	0.51	-39.8	n/a	n/a2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	2	n/a	n/a	0.06	-40.9	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	3	n/a	n/a	0.06	-39.1	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	4	n/a	n/a	0.08	-41.1	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	5	n/a	n/a	0.08	-34.5	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	6	n/a	n/a	0.07	-39.6	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	7	n/a	n/a	0.07	-39.9	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	8	n/a	n/a	0.09	-40.4	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	9	n/a	n/a	0.09	-39.9	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	10	n/a	n/a	0.08	-39.2	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	11	n/a	n/a	0.08	-38.9	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	850nm	12	n/a	n/a	0.06	-38.3	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	1	n/a	n/a	0.64	-41.7	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	2	n/a	n/a	0.13	-41.3	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	3	n/a	n/a	0.21	-40.1	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	4	n/a	n/a	0.24	-41.8	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	5	n/a	n/a	0.21	-35.3	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	6	n/a	n/a	0.17	-40.4	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	7	n/a	n/a	0.19	-40.4	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	8	n/a	n/a	0.18	-41.1	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	9	n/a	n/a	0.27	-41.5	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	10	n/a	n/a	0.21	-42.4	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	11	n/a	n/a	0.18	-39.2	n/a	n/a
2013-10-7 10:59:45	MPO-MPO(APC)	2133800370-4	Passed	1300nm	12	n/a	n/a	0.15	-40.2	n/a	n/a
2013-10-7 11:02:25	MPO-MPO(APC)	2133800369-4	Passed	850nm	1	n/a	n/a	0.08	-41.2	n/a	n/a
