Printed on: 2013-10-8 13:10:33 
Date	Part number	Serial number	Status	Wave.	Fiber	IL	Refl.	IL A	Refl.A	IL B	Refl.B 
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	4	n/a	n/a	0.10	-41.0	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	5	n/a	n/a	0.11	-39.8	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	6	n/a	n/a	0.15	-39.6	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	7	n/a	n/a	0.21	-40.6	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	8	n/a	n/a	0.13	-39.9	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	9	n/a	n/a	0.01	-39.7	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	10	n/a	n/a	0.04	-37.8	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	11	n/a	n/a	-0.10	-40.2	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	850nm	12	n/a	n/a	-0.34	-38.6	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	1	n/a	n/a	0.19	-40.4	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	2	n/a	n/a	0.17	-40.7	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	3	n/a	n/a	0.33	-41.8	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	4	n/a	n/a	0.25	-41.6	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	5	n/a	n/a	0.20	-41.6	n/a	n/a2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	6	n/a	n/a	0.33	-41.1	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	7	n/a	n/a	0.43	-41.2	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	8	n/a	n/a	0.28	-41.5	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	9	n/a	n/a	0.11	-41.6	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	10	n/a	n/a	0.11	-38.3	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	11	n/a	n/a	-0.05	-40.9	n/a	n/a
2013-10-6 15:43:05	MPO-MPO(APC)	2133800139-	Passed	1300nm	12	n/a	n/a	-0.37	-39.6	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	1	n/a	n/a	0.02	-40.2	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	2	n/a	n/a	0.06	-40.2	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	3	n/a	n/a	0.12	-41.5	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	4	n/a	n/a	0.16	-41.5	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	5	n/a	n/a	0.15	-40.0	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	6	n/a	n/a	0.12	-40.9	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	7	n/a	n/a	0.58	-39.1	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	8	n/a	n/a	0.11	-40.1	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	9	n/a	n/a	0.46	-37.3	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	10	n/a	n/a	0.11	-37.4	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	11	n/a	n/a	0.46	-39.8	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	850nm	12	n/a	n/a	0.41	-32.9	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	1	n/a	n/a	0.17	-40.7	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	2	n/a	n/a	0.12	-41.3	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	3	n/a	n/a	0.27	-42.1	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	4	n/a	n/a	0.41	-42.1	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	5	n/a	n/a	0.35	-41.6	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	6	n/a	n/a	0.27	-41.5	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	7	n/a	n/a	0.50	-41.2	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	8	n/a	n/a	0.19	-41.5	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	9	n/a	n/a	0.51	-39.4	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	10	n/a	n/a	0.17	-38.4	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	11	n/a	n/a	-0.09	-40.7	n/a	n/a
2013-10-6 15:46:22	MPO-MPO(APC)	2133800139-3	Passed	1300nm	12	n/a	n/a	0.56	-31.9	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	1	n/a	n/a	0.06	-40.0	n/a	n/a2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	2	n/a	n/a	0.07	-40.1	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	3	n/a	n/a	0.07	-40.8	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	4	n/a	n/a	0.14	-40.3	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	5	n/a	n/a	0.12	-39.7	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	6	n/a	n/a	0.15	-39.5	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	7	n/a	n/a	0.10	-39.7	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	8	n/a	n/a	0.11	-38.9	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	9	n/a	n/a	0.00	-39.4	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	10	n/a	n/a	0.04	-37.6	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	11	n/a	n/a	-0.10	-40.9	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	850nm	12	n/a	n/a	-0.33	-39.0	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	1	n/a	n/a	0.24	-41.3	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	2	n/a	n/a	0.18	-41.8	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	3	n/a	n/a	0.16	-42.0	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	4	n/a	n/a	0.36	-40.0	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	5	n/a	n/a	0.20	-41.2	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	6	n/a	n/a	0.35	-40.7	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	7	n/a	n/a	0.26	-41.7	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	8	n/a	n/a	0.19	-41.9	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	9	n/a	n/a	0.03	-40.5	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	10	n/a	n/a	0.13	-38.7	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	11	n/a	n/a	-0.08	-40.3	n/a	n/a
2013-10-6 15:49:26	MPO-MPO(APC)	2133800140-2	Passed	1300nm	12	n/a	n/a	-0.39	-39.6	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	1	n/a	n/a	0.03	-40.9	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	2	n/a	n/a	0.58	-39.5	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	3	n/a	n/a	0.34	-38.0	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	4	n/a	n/a	0.51	-40.1	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	5	n/a	n/a	0.15	-39.6	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	6	n/a	n/a	0.16	-40.3	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	7	n/a	n/a	0.51	-37.1	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	8	n/a	n/a	0.63	-34.0	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	9	n/a	n/a	0.52	-35.9	n/a	n/a2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	10	n/a	n/a	0.64	-34.2	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	11	n/a	n/a	0.29	-37.5	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	850nm	12	n/a	n/a	0.07	-36.8	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	1	n/a	n/a	0.16	-39.9	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	2	n/a	n/a	0.66	-41.1	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	3	n/a	n/a	0.57	-39.4	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	4	n/a	n/a	0.68	-40.9	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	5	n/a	n/a	0.30	-40.6	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	6	n/a	n/a	0.30	-41.3	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	7	n/a	n/a	0.65	-37.0	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	8	n/a	n/a	0.58	-37.1	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	9	n/a	n/a	0.66	-33.5	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	10	n/a	n/a	0.66	-35.1	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	11	n/a	n/a	0.31	-38.8	n/a	n/a
2013-10-6 15:52:19	MPO-MPO(APC)	2133800140-	Passed	1300nm	12	n/a	n/a	0.04	-37.4	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	1	n/a	n/a	0.04	-38.9	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	2	n/a	n/a	0.23	-40.5	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	3	n/a	n/a	0.62	-39.4	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	4	n/a	n/a	0.19	-40.4	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	5	n/a	n/a	0.30	-39.1	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	6	n/a	n/a	0.32	-38.1	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	7	n/a	n/a	0.37	-39.6	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	8	n/a	n/a	0.53	-39.2	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	9	n/a	n/a	0.30	-38.4	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	10	n/a	n/a	0.33	-35.5	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	11	n/a	n/a	0.16	-37.9	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	850nm	12	n/a	n/a	-0.14	-37.5	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	1	n/a	n/a	0.25	-41.1	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	2	n/a	n/a	0.45	-40.1	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	3	n/a	n/a	0.38	-40.6	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	4	n/a	n/a	0.61	-42.0	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	5	n/a	n/a	0.38	-40.0	n/a	n/a2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	6	n/a	n/a	0.32	-40.8	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	7	n/a	n/a	0.36	-40.7	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	8	n/a	n/a	0.57	-40.4	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	9	n/a	n/a	0.50	-39.9	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	10	n/a	n/a	0.33	-36.2	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	11	n/a	n/a	0.24	-40.0	n/a	n/a
2013-10-6 16:10:54	MPO-MPO(APC)	2133800368-	Passed	1300nm	12	n/a	n/a	-0.10	-39.1	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	1	n/a	n/a	0.42	-32.7	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	2	n/a	n/a	0.40	-37.1	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	3	n/a	n/a	0.14	-40.6	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	4	n/a	n/a	0.14	-40.6	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	5	n/a	n/a	0.10	-39.6	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	6	n/a	n/a	0.14	-39.3	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	7	n/a	n/a	0.07	-40.0	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	8	n/a	n/a	0.11	-40.2	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	9	n/a	n/a	0.43	-38.7	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	10	n/a	n/a	0.04	-37.2	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	11	n/a	n/a	0.36	-38.9	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	850nm	12	n/a	n/a	0.15	-38.4	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	1	n/a	n/a	0.62	-33.6	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	2	n/a	n/a	0.54	-40.0	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	3	n/a	n/a	0.33	-41.8	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	4	n/a	n/a	0.43	-41.4	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	5	n/a	n/a	0.25	-41.2	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	6	n/a	n/a	0.43	-40.5	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	7	n/a	n/a	0.29	-41.3	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	8	n/a	n/a	0.27	-42.1	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	9	n/a	n/a	0.60	-40.3	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	10	n/a	n/a	0.20	-38.2	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	11	n/a	n/a	0.52	-40.6	n/a	n/a
2013-10-6 16:19:07	MPO-MPO(APC)	2133800357-	Passed	1300nm	12	n/a	n/a	0.19	-39.6	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	1	n/a	n/a	0.24	-37.2	n/a	n/a2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	2	n/a	n/a	0.22	-39.2	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	3	n/a	n/a	0.52	-38.7	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	4	n/a	n/a	0.46	-39.3	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	5	n/a	n/a	0.27	-38.7	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	6	n/a	n/a	0.39	-38.3	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	7	n/a	n/a	0.53	-35.5	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	8	n/a	n/a	0.33	-39.0	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	9	n/a	n/a	0.17	-38.1	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	10	n/a	n/a	0.32	-36.8	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	11	n/a	n/a	0.49	-37.2	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	850nm	12	n/a	n/a	0.48	-38.6	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	1	n/a	n/a	0.38	-37.7	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	2	n/a	n/a	0.67	-40.0	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	3	n/a	n/a	0.58	-41.3	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	4	n/a	n/a	0.50	-40.8	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	5	n/a	n/a	0.41	-41.3	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	6	n/a	n/a	0.54	-41.2	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	7	n/a	n/a	0.66	-37.4	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	8	n/a	n/a	0.65	-40.1	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	9	n/a	n/a	0.55	-39.2	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	10	n/a	n/a	0.45	-37.8	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	11	n/a	n/a	0.21	-39.9	n/a	n/a
2013-10-7 8:00:57	MPO-MPO(APC)	2133800357-3	Passed	1300nm	12	n/a	n/a	0.14	-39.9	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	1	n/a	n/a	0.32	-37.5	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	2	n/a	n/a	0.17	-40.9	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	3	n/a	n/a	0.13	-40.8	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	4	n/a	n/a	0.24	-41.4	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	5	n/a	n/a	0.15	-41.0	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	6	n/a	n/a	0.20	-40.9	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	7	n/a	n/a	0.20	-39.9	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	8	n/a	n/a	0.17	-39.9	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	9	n/a	n/a	0.15	-40.1	n/a	n/a2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	10	n/a	n/a	0.13	-38.2	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	11	n/a	n/a	0.17	-39.2	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	850nm	12	n/a	n/a	0.12	-40.4	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	1	n/a	n/a	0.51	-37.3	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	2	n/a	n/a	0.36	-41.6	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	3	n/a	n/a	0.28	-42.1	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	4	n/a	n/a	0.51	-42.0	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	5	n/a	n/a	0.26	-41.3	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	6	n/a	n/a	0.44	-40.0	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	7	n/a	n/a	0.39	-40.2	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	8	n/a	n/a	0.31	-41.8	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	9	n/a	n/a	0.28	-40.6	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	10	n/a	n/a	0.37	-38.5	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	11	n/a	n/a	0.41	-41.0	n/a	n/a
2013-10-7 8:03:21	MPO-MPO(APC)	2133800141-2	Passed	1300nm	12	n/a	n/a	0.26	-41.0	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	1	n/a	n/a	0.10	-39.8	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	2	n/a	n/a	0.50	-39.5	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	3	n/a	n/a	0.08	-39.6	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	4	n/a	n/a	0.08	-39.7	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	5	n/a	n/a	0.08	-40.1	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	6	n/a	n/a	0.11	-41.3	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	7	n/a	n/a	0.10	-39.3	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	8	n/a	n/a	0.08	-40.3	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	9	n/a	n/a	0.09	-39.7	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	10	n/a	n/a	0.05	-40.6	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	11	n/a	n/a	0.08	-40.4	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	850nm	12	n/a	n/a	0.08	-39.2	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	1300nm	1	n/a	n/a	0.26	-41.1	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	1300nm	2	n/a	n/a	0.52	-41.7	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	1300nm	3	n/a	n/a	0.20	-41.4	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	1300nm	4	n/a	n/a	0.19	-41.8	n/a	n/a
2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	1300nm	5	n/a	n/a	0.20	-42.0	n/a	n/a2013-10-7 9:04:11	MPO-MPO(APC)	2133800357-4	Passed	1300nm	6	n/a	n/a	0.22	-41.5	n/a	n/a
